drugbank_id,name,pubchem_id,stitch_id_flat,stitch_id_sterio,umls_cui_from_label,lower,upper,side_effect_name
DB00398,Sorafenib,216239,CID100216239,CID000216239,C0042963,0.16,0.16,Vomiting
DB00262,Carmustine,2578,CID100002578,CID000002578,C0011570,0.16,0.16,Depression
DB00755,Tretinoin,444795,CID100005538,CID000444795,C0311468,0.16,0.16,Blood bilirubin increased
DB05015,Belinostat,6918638,CID106918638,CID006918638,C0795692,0.16,0.16,Hyperlactacidaemia
DB00396,Progesterone,5994,CID100004920,CID000005994,C0024902,0.16,0.16,Breast pain
DB08912,Dabrafenib,44462760,CID144462760,CID044462760,C0012833,0.16,0.16,Dizziness
DB09038,Empagliflozin,11949646,CID111949646,CID011949646,C0442874,0.16,0.16,Neuropathy peripheral
DB00552,Pentostatin,439693,CID100004739,CID000439693,C0003123,0.16,0.16,Decreased appetite
DB00552,Pentostatin,439693,CID100004739,CID000439693,C0000737,0.16,0.16,Gastrointestinal pain
DB00262,Carmustine,2578,CID100002578,CID000002578,C0043250,0.16,0.16,Wound
DB00734,Risperidone,5073,CID100005073,CID000005073,C1260880,0.16,0.16,Nasopharyngitis
DB00530,Erlotinib,176870,CID100176870,CID000176870,C0033774,0.16,0.16,Pruritus
DB00734,Risperidone,5073,CID100005073,CID000005073,C0392156,0.16,0.16,Akathisia
DB08912,Dabrafenib,44462760,CID144462760,CID044462760,C0019080,0.16,0.16,Haemoglobin
DB00740,Riluzole,5070,CID100005070,CID000005070,C0235063,0.16,0.16,Pulmonary function test decreased
DB00734,Risperidone,5073,CID100005073,CID000005073,C0232492,0.16,0.16,Abdominal pain upper
DB06589,Pazopanib,10113978,CID110113978,CID010113978,C0856882,0.16,0.16,Blood potassium increased
DB00399,Zoledronic acid,68740,CID100068740,CID000068740,C0020621,0.16,0.16,Hypokalaemia
DB00313,Valproic acid,3121,CID100003121,CID000003121,C0012569,0.16,0.16,Diplopia
DB08901,Ponatinib,24826799,CID124826799,CID024826799,C0860866,0.16,0.16,Potassium low
DB06201,Rufinamide,129228,CID100129228,CID000129228,C0015672,0.16,0.16,Fatigue
DB06218,Lacosamide,219078,CID100219078,CID000219078,C0042963,0.16,0.16,Vomiting
DB01240,Epoprostenol,5282411,CID100000159,CID005282411,C0020649,0.16,0.16,Hypotension
DB00559,Bosentan,104865,CID100104865,CID000104865,C0042571,0.16,0.16,Vertigo
DB00559,Bosentan,104865,CID100104865,CID000104865,C0012833,0.16,0.16,Dizziness
DB06218,Lacosamide,219078,CID100219078,CID000219078,C0344232,0.16,0.16,Vision blurred
DB06436,Semaxanib,5329098,CID100123015,CID005329098,C0917801,0.16,0.16,Insomnia
DB00328,Indomethacin,3715,CID100003715,CID000003715,C0018681,0.16,0.16,Headache
DB00734,Risperidone,5073,CID100005073,CID000005073,C0012833,0.16,0.16,Dizziness
DB00734,Risperidone,5073,CID100005073,CID000005073,C0013132,0.16,0.16,Drooling
DB08901,Ponatinib,24826799,CID124826799,CID024826799,C0004604,0.16,0.16,Back pain
DB00734,Risperidone,5073,CID100005073,CID000005073,C0013395,0.16,0.16,Dyspepsia
DB01189,Desflurane,42113,CID100042113,CID000042113,C0424332,0.16,0.16,Breath holding
DB00734,Risperidone,5073,CID100005073,CID000005073,C0014394,0.16,0.16,Enuresis
DB01189,Desflurane,42113,CID100042113,CID000042113,C0235744,0.16,0.16,Breath holding
DB00996,Gabapentin,3446,CID100003446,CID000003446,C0013395,0.16,0.16,Dyspepsia
DB01393,Bezafibrate,39042,CID100039042,CID000039042,C0006277,0.16,0.16,Bronchitis
DB01393,Bezafibrate,39042,CID100039042,CID000039042,C0011991,0.16,0.16,Diarrhoea
DB04845,Ixabepilone,6445540,CID106445540,CID006445540,C0009806,0.16,0.16,Constipation
DB04574,Estrone sulfate,3001028,CID100000699,CID003001028,C0004604,0.16,0.16,Back pain
DB01226,Mivacurium,5281042,CID100071316,CID005281042,C0016382,0.16,0.16,Flushing
DB00770,Alprostadil,5280723,CID100000214,CID005280723,C0039591,0.16,0.16,Testicular pain
DB05015,Belinostat,6918638,CID106918638,CID006918638,C0085593,0.16,0.16,Chills
DB00323,Tolcapone,4659569,CID104659569,CID004659569,C0011991,0.16,0.16,Diarrhoea
DB00770,Alprostadil,5280723,CID100000214,CID005280723,C0031350,0.16,0.16,Pharyngitis
DB05015,Belinostat,6918638,CID106918638,CID006918638,C0033774,0.16,0.16,Pruritus
DB05015,Belinostat,6918638,CID106918638,CID006918638,C0040034,0.16,0.16,Thrombocytopenia
DB09053,Ibrutinib,24821094,CID116126651,CID024821094,C0041912,0.16,0.16,Upper respiratory tract infection
DB06218,Lacosamide,219078,CID100219078,CID000219078,C0018681,0.16,0.16,Headache
DB00489,Sotalol,5253,CID100005253,CID000005253,C0008031,0.16,0.16,Chest pain
DB00770,Alprostadil,5280723,CID100000214,CID005280723,C0042029,0.16,0.16,Urinary tract infection
DB00773,Etoposide,36462,CID100003310,CID000036462,C0003123,0.16,0.16,Decreased appetite
DB00489,Sotalol,5253,CID100005253,CID000005253,C0428977,0.16,0.16,Bradycardia
DB08889,Carfilzomib,11556711,CID111556711,CID011556711,C0085593,0.159696,0.159696,Chills
DB08909,Glycerol phenylbutyrate,10482134,CID110482134,CID010482134,C0011991,0.159091,0.159091,Diarrhoea
DB08828,Vismodegib,24776445,CID124776445,CID024776445,C0003862,0.159,0.159,Arthralgia
DB00620,Triamcinolone,31307,CID100005544,CID000031307,C0037383,0.159,0.159,Sneezing
DB00688,Mycophenolate mofetil,5281078,CID100004271,CID005281078,C0031039,0.159,0.159,Pericardial effusion
DB00619,Imatinib,5291,CID100005291,CID000005291,C0521839,0.159,0.159,Influenza like illness
DB08910,Pomalidomide,134780,CID100134780,CID000134780,C0003862,0.158879,0.158879,Musculoskeletal discomfort
DB00193,Tramadol,33741,CID100005523,CID000033741,C0016382,0.158416,0.158416,Flushing
DB00262,Carmustine,2578,CID100002578,CID000002578,C0151692,0.158333,0.158333,Impaired healing
DB00337,Pimecrolimus,6509979,CID103055172,CID006509979,C0010200,0.158088,0.158088,Cough
DB00688,Mycophenolate mofetil,5281078,CID100004271,CID005281078,C0085682,0.158,0.158,Hypophosphataemia
DB06825,Triptorelin,25074470,CID125074470,CID025074470,C0021400,0.158,0.158,Influenza
DB00204,Dofetilide,71329,CID100071329,CID000071329,C0085612,0.158,0.158,Ventricular arrhythmia
DB00872,Conivaptan,151171,CID100151171,CID000151171,C1096460,0.158,0.158,Infusion site phlebitis
DB00947,Fulvestrant,104741,CID100104741,CID000104741,C0151825,0.158,0.158,Bone pain
DB00448,Lansoprazole,3883,CID100003883,CID000003883,C0018681,0.157895,0.157895,Headache
DB00813,Fentanyl,3345,CID100003345,CID000003345,C0011991,0.157895,0.157895,Diarrhoea
DB00813,Fentanyl,3345,CID100003345,CID000003345,C0596240,0.157895,0.157895,Cancer pain
DB08889,Carfilzomib,11556711,CID111556711,CID011556711,C0003862,0.157795,0.157795,Arthralgia
DB00180,Flunisolide,82153,CID100003379,CID000082153,C0035455,0.157,0.157,Rhinitis
DB01216,Finasteride,57363,CID100003350,CID000057363,C0004093,0.157,0.157,Asthenia
DB01041,Thalidomide,5426,CID100005426,CID000005426,C0549249,0.156863,0.156863,Depressed level of consciousness
DB01041,Thalidomide,5426,CID100005426,CID000005426,C0020649,0.156863,0.156863,Hypotension
DB01262,Decitabine,451668,CID100016886,CID000451668,C0031350,0.156627,0.156627,Pharyngitis
DB01262,Decitabine,451668,CID100016886,CID000451668,C0018808,0.156627,0.156627,Cardiac murmur
DB01262,Decitabine,451668,CID100016886,CID000451668,C0232462,0.156627,0.156627,Decreased appetite
DB01041,Thalidomide,5426,CID100005426,CID000005426,C0030554,0.15625,0.15625,Paraesthesia
DB00688,Mycophenolate mofetil,5281078,CID100004271,CID005281078,C0151905,0.156,0.156,Alanine aminotransferase increased
DB00688,Mycophenolate mofetil,5281078,CID100004271,CID005281078,C0016204,0.156,0.156,Flatulence
DB00688,Mycophenolate mofetil,5281078,CID100004271,CID005281078,C0026826,0.156,0.156,Hypertonia
DB00688,Mycophenolate mofetil,5281078,CID100004271,CID005281078,C0043094,0.156,0.156,Weight increased
DB00518,Albendazole,2082,CID100002082,CID000002082,C0151766,0.156,0.156,Liver function test abnormal
DB08820,Ivacaftor,16220172,CID116220172,CID016220172,C0000737,0.155963,0.155963,Gastrointestinal pain
DB01216,Finasteride,57363,CID100003350,CID000057363,C0009450,0.155246,0.155246,Infection
DB00481,Raloxifene,5035,CID100005035,CID000005035,C0003862,0.155,0.155,Arthralgia
DB01586,Ursodeoxycholic acid,31401,CID100005645,CID000031401,C0041912,0.155,0.155,Upper respiratory tract infection
DB01117,Atovaquone,74989,CID100074989,CID000074989,C0020615,0.15493,0.15493,Hypoglycaemia
DB01586,Ursodeoxycholic acid,31401,CID100005645,CID000031401,C0009450,0.154839,0.154839,Infection
DB00928,Azacitidine,9444,CID100001805,CID000009444,C0030232,0.154545,0.154545,Pallor
DB00261,Anagrelide,2182,CID100002182,CID000002182,C0012833,0.154,0.154,Dizziness
DB08899,Enzalutamide,15951529,CID115951529,CID015951529,C0085649,0.154,0.154,Oedema peripheral
DB00273,Topiramate,5284627,CID100005514,CID005284627,C0013378,0.154,0.154,Dysgeusia
DB01264,Darunavir,213039,CID100213039,CID000213039,C0020433,0.154,0.154,Hyperbilirubinaemia
DB00724,Imiquimod,57469,CID100057469,CID000057469,C0041912,0.153488,0.153488,Upper respiratory tract infection
DB00684,Tobramycin,36294,CID100005496,CID000036294,C0043096,0.153,0.153,Weight decreased
DB01224,Quetiapine,5002,CID100005002,CID000005002,C0027497,0.153,0.153,Nausea
DB00362,Anidulafungin,166548,CID100166548,CID000166548,C0917801,0.152672,0.152672,Insomnia
DB00916,Metronidazole,4173,CID100004173,CID000004173,C0677500,0.152174,0.152174,Stinging
DB00738,Pentamidine,4735,CID100004735,CID000004735,C0009450,0.152,0.152,Infection
DB00362,Anidulafungin,166548,CID100166548,CID000166548,C0032285,0.152,0.152,Pneumonia
DB00601,Linezolid,441401,CID100003929,CID000441401,C0015230,0.152,0.152,Dermatitis
DB01192,Oxymorphone,5284604,CID100004639,CID005284604,C0033774,0.152,0.152,Pruritus
DB08910,Pomalidomide,134780,CID100134780,CID000134780,C0024312,0.151786,0.151786,Lymphopenia
DB08910,Pomalidomide,134780,CID100134780,CID000134780,C0020456,0.151786,0.151786,Hyperglycaemia
DB08910,Pomalidomide,134780,CID100134780,CID000134780,C0026858,0.151786,0.151786,Musculoskeletal pain
DB01262,Decitabine,451668,CID100016886,CID000451668,C0004093,0.151515,0.151515,Asthenia
DB05294,Vandetanib,3081361,CID103081361,CID003081361,C0151908,0.151515,0.151515,Dry skin
DB15351,Dihematoporphyrin ether,57166,CID100057166,CID000057166,C0010200,0.151163,0.151163,Cough
DB00783,Estradiol,5757,CID100000450,CID000005757,C0151622,0.151079,0.151079,Endometrial disorder
DB00273,Topiramate,5284627,CID100005514,CID005284627,C0027497,0.151,0.151,Nausea
DB00481,Raloxifene,5035,CID100005035,CID000005035,C0009450,0.151,0.151,Infection
DB00990,Exemestane,60198,CID100060198,CID000060198,C0020538,0.151,0.151,Hypertension
DB01586,Ursodeoxycholic acid,31401,CID100005645,CID000031401,C0003862,0.151,0.151,Arthralgia
DB00178,Ramipril,5362129,CID100005038,CID005362129,C0018681,0.151,0.151,Headache
DB01263,Posaconazole,468595,CID100147912,CID000468595,C0015230,0.150628,0.150628,Rash
DB08916,Afatinib,10184653,CID110163178,CID010184653,C0010200,0.15,0.15,Cough
DB00374,Treprostinil,6918140,CID100054786,CID006918140,C0016382,0.15,0.15,Flushing
DB00261,Anagrelide,2182,CID100002182,CID000002182,C0030193,0.15,0.15,Pain
DB00273,Topiramate,5284627,CID100005514,CID005284627,C0028738,0.15,0.15,Nystagmus
DB08899,Enzalutamide,15951529,CID115951529,CID015951529,C0026858,0.15,0.15,Musculoskeletal pain
DB06262,Droxidopa,92974,CID100003171,CID000092974,C0042029,0.15,0.15,Urinary tract infection
DB01202,Levetiracetam,5284583,CID100059708,CID005284583,C0004093,0.15,0.15,Asthenia
DB01440,gamma-Hydroxybutyric acid,10413,CID100010413,CID000010413,C0009450,0.15,0.15,Infection
DB00313,Valproic acid,3121,CID100003121,CID000003121,C0917801,0.15,0.15,Insomnia
DB01101,Capecitabine,60953,CID100060953,CID000060953,C0235266,0.15,0.15,Eye irritation
DB05015,Belinostat,6918638,CID106918638,CID006918638,C0232462,0.15,0.15,Decreased appetite
DB08901,Ponatinib,24826799,CID124826799,CID024826799,C0018801,0.15,0.15,Cardiac failure
DB00889,Granisetron,5284566,CID100003510,CID005284566,C2830004,0.15,0.15,Somnolence
DB01204,Mitoxantrone,4212,CID100004212,CID000004212,C0026946,0.15,0.15,Fungal infection
DB00250,Dapsone,2955,CID100002955,CID000002955,C0520893,0.15,0.15,Localized exfoliation
DB06626,Axitinib,6450551,CID103086685,CID006450551,C0392386,0.15,0.15,Platelet count decreased
DB08911,Trametinib,11707110,CID111707110,CID011707110,C0041834,0.15,0.15,Erythema
DB00273,Topiramate,5284627,CID100005514,CID005284627,C0039338,0.15,0.15,Taste disorders
DB01018,Guanfacine,3519,CID100003519,CID000003519,C0012833,0.15,0.15,Dizziness
DB14221,Beclomethasone 17-monopropionate,62965,CID100062965,CID000062965,C0035455,0.15,0.15,Rhinitis
DB00482,Celecoxib,2662,CID100002662,CID000002662,C0025061,0.15,0.15,Mediastinal disorder
DB01197,Captopril,44093,CID100002550,CID000044093,C0010200,0.15,0.15,Cough
DB00334,Olanzapine,4585,CID100004585,CID000004585,C0020039,0.15,0.15,Hostility
DB01196,Estramustine,259331,CID100018140,CID000259331,C0027497,0.15,0.15,Nausea
DB00958,Carboplatin,38904,CID100038904,CID000038904,C0151904,0.15,0.15,Aspartate aminotransferase increased
DB00203,Sildenafil,5212,CID100005212,CID000005212,C0030196,0.15,0.15,Pain in extremity
DB00580,Valdecoxib,119607,CID100119607,CID000119607,C0013395,0.15,0.15,Dyspepsia
DB00398,Sorafenib,216239,CID100216239,CID000216239,C0009806,0.15,0.15,Constipation
DB01204,Mitoxantrone,4212,CID100004212,CID000004212,C0151662,0.15,0.15,Gamma-glutamyltransferase increased
DB08911,Trametinib,11707110,CID111707110,CID011707110,C0038362,0.15,0.15,Stomatitis
DB00338,Omeprazole,4594,CID100004594,CID000004594,C0013378,0.15,0.15,Dysgeusia
DB04946,Iloperidone,71360,CID100071360,CID000071360,C2830004,0.15,0.15,Somnolence
DB00619,Imatinib,5291,CID100005291,CID000005291,C0032227,0.15,0.15,Pleural effusion
DB08901,Ponatinib,24826799,CID124826799,CID024826799,C0856882,0.15,0.15,Blood potassium increased
DB00619,Imatinib,5291,CID100005291,CID000005291,C0031350,0.15,0.15,Pharyngitis
DB06626,Axitinib,6450551,CID103086685,CID006450551,C0333355,0.15,0.15,Mucosal inflammation
DB00877,Sirolimus,5284616,CID100005040,CID005284616,C0018129,0.15,0.15,Transplant rejection
DB06700,Desvenlafaxine,125017,CID100125017,CID000125017,C0917801,0.15,0.15,Insomnia
DB00583,Levocarnitine,10917,CID100000085,CID000010917,C0008031,0.15,0.15,Chest pain
DB00273,Topiramate,5284627,CID100005514,CID005284627,C0235198,0.15,0.15,Disturbance in attention
DB00442,Entecavir,153941,CID100153941,CID000153941,C0003962,0.15,0.15,Ascites
DB00465,Ketorolac,3826,CID100003826,CID000003826,C0858259,0.15,0.15,Nasal discomfort
DB00788,Naproxen,156391,CID100001301,CID000156391,C0018681,0.15,0.15,Headache
DB01254,Dasatinib,3062316,CID103062316,CID003062316,C0020621,0.15,0.15,Hypokalaemia
DB00843,Donepezil,3152,CID100003152,CID000003152,C0011991,0.15,0.15,Diarrhoea
DB00583,Levocarnitine,10917,CID100000085,CID000010917,C0020437,0.15,0.15,Hypercalcaemia
DB00273,Topiramate,5284627,CID100005514,CID005284627,C0000737,0.15,0.15,Abdominal pain
DB01202,Levetiracetam,5284583,CID100059708,CID005284583,C0042963,0.15,0.15,Vomiting
DB00035,Desmopressin,5311065,CID100027991,CID005311065,C0015967,0.15,0.15,Body temperature increased
DB00879,Emtricitabine,60877,CID100060877,CID000060877,C0032285,0.15,0.15,Pneumonia
DB00367,Levonorgestrel,13109,CID100004542,CID000013109,C0036508,0.15,0.15,Seborrhoeic dermatitis
DB05294,Vandetanib,3081361,CID103081361,CID003081361,C0042963,0.15,0.15,Vomiting
DB01101,Capecitabine,60953,CID100060953,CID000060953,C0018681,0.15,0.15,Headache
DB01254,Dasatinib,3062316,CID103062316,CID003062316,C0009450,0.15,0.15,Infection
DB01101,Capecitabine,60953,CID100060953,CID000060953,C0027339,0.15,0.15,Nail disorder
DB01004,Ganciclovir,3454,CID100003454,CID000003454,C0000737,0.15,0.15,Abdominal pain
DB08867,Ulipristal,13559281,CID113559279,CID013559281,C0232492,0.15,0.15,Abdominal pain upper
DB01204,Mitoxantrone,4212,CID100004212,CID000004212,C0000737,0.09,0.15,Gastrointestinal pain
DB00671,Cefixime,5362065,CID100002675,CID005362065,C0011991,0.15,0.15,Diarrhoea
DB01006,Letrozole,3902,CID100003902,CID000003902,C0027051,0.15,0.15,Myocardial infarction
DB01182,Propafenone,4932,CID100004932,CID000004932,C0042963,0.15,0.15,Vomiting
DB01073,Fludarabine,657237,CID100003367,CID000657237,C0015230,0.15,0.15,Dermatitis
DB01073,Fludarabine,657237,CID100003367,CID000657237,C0011991,0.15,0.15,Diarrhoea
DB00262,Carmustine,2578,CID100002578,CID000002578,C0030193,0.15,0.15,Pain
DB01268,Sunitinib,5329102,CID103086686,CID005329102,C0012833,0.15,0.15,Dizziness
DB00244,Mesalazine,4075,CID100004075,CID000004075,C0012833,0.15,0.15,Dizziness
DB00678,Losartan,3961,CID100003961,CID000003961,C0011991,0.15,0.15,Diarrhoea
DB01073,Fludarabine,657237,CID100003367,CID000657237,C0547030,0.15,0.15,Visual impairment
DB00273,Topiramate,5284627,CID100005514,CID005284627,C0042769,0.15,0.15,Viral infection
DB00986,Glycopyrronium,3494,CID100003494,CID000003494,C0080274,0.15,0.15,Urinary retention
DB00399,Zoledronic acid,68740,CID100068740,CID000068740,C0042029,0.15,0.15,Urinary tract infection
DB00986,Glycopyrronium,3494,CID100003494,CID000003494,C0041912,0.15,0.15,Upper respiratory tract infection
DB00986,Glycopyrronium,3494,CID100003494,CID000003494,C0037199,0.15,0.15,Sinusitis
DB00555,Lamotrigine,3878,CID100003878,CID000003878,C0015967,0.15,0.15,Body temperature increased
DB00349,Clobazam,2789,CID100002789,CID000002789,C0023380,0.15,0.15,Lethargy
DB00816,Orciprenaline,4086,CID100004086,CID000004086,C0548823,0.15,0.15,Abdominal discomfort
DB01073,Fludarabine,657237,CID100003367,CID000657237,C0042029,0.15,0.15,Urinary tract infection
DB00619,Imatinib,5291,CID100005291,CID000005291,C0003962,0.15,0.15,Ascites
DB06218,Lacosamide,219078,CID100219078,CID000219078,C0004134,0.15,0.15,Ataxia
DB00916,Metronidazole,4173,CID100004173,CID000004173,C0042267,0.15,0.15,Vaginal infection
DB08912,Dabrafenib,44462760,CID144462760,CID044462760,C0020433,0.15,0.15,Hyperbilirubinaemia
DB00648,Mitotane,4211,CID100004211,CID000004211,C0012833,0.15,0.15,Dizziness
DB00640,Adenosine,60961,CID100000191,CID000060961,C0234215,0.15,0.15,Discomfort
DB08873,Boceprevir,10324367,CID110324367,CID010324367,C0011570,0.15,0.15,Depression
DB00552,Pentostatin,439693,CID100004739,CID000439693,C0035455,0.15,0.15,Rhinitis
DB00552,Pentostatin,439693,CID100004739,CID000439693,C0080276,0.15,0.15,Urogenital disorder
DB00714,Apomorphine,6005,CID100002215,CID000006005,C0002962,0.15,0.15,Angina pectoris
DB01166,Cilostazol,2754,CID100002754,CID000002754,C0162287,0.15,0.15,Abnormal faeces
DB01167,Itraconazole,55283,CID100003793,CID000055283,C0027497,0.15,0.15,Nausea
DB00975,Dipyridamole,3108,CID100003108,CID000003108,C0006266,0.15,0.15,Bronchospasm
DB01168,Procarbazine,4915,CID100004915,CID000004915,C2939419,0.0,0.15,Metastatic neoplasm
DB08881,Vemurafenib,42611257,CID142611257,CID042611257,C0151662,0.15,0.15,Gamma-glutamyltransferase increased
DB01072,Atazanavir,148192,CID100148192,CID000148192,C0240962,0.15,0.15,Ocular icterus
DB00648,Mitotane,4211,CID100004211,CID000004211,C0042571,0.15,0.15,Vertigo
DB01220,Rifaximin,6436173,CID100072111,CID006436173,C0085649,0.15,0.15,Oedema peripheral
DB00734,Risperidone,5073,CID100005073,CID000005073,C0043352,0.15,0.15,Dry mouth
DB00633,Dexmedetomidine,5311068,CID100060612,CID005311068,C0235222,0.15,0.15,Diastolic hypertension
DB00512,Vancomycin,14969,CID100005651,CID000014969,C0000737,0.15,0.15,Gastrointestinal pain
DB06626,Axitinib,6450551,CID103086685,CID006450551,C0020461,0.15,0.15,Hyperkalaemia
DB08916,Afatinib,10184653,CID110163178,CID010184653,C0917801,0.15,0.15,Insomnia
DB00262,Carmustine,2578,CID100002578,CID000002578,C2830004,0.15,0.15,Somnolence
DB00629,Guanabenz,3517,CID100003517,CID000003517,C0041912,0.15,0.15,Upper respiratory tract infection
DB01189,Desflurane,42113,CID100042113,CID000042113,C0574067,0.15,0.15,Cough
DB00764,Mometasone,441335,CID100123620,CID000441335,C2607914,0.15,0.15,Rhinitis allergic
DB01590,Everolimus,6442177,CID106442177,CID006442177,C0004604,0.15,0.15,Back pain
DB09053,Ibrutinib,24821094,CID116126651,CID024821094,C0009806,0.15,0.15,Constipation
DB00764,Mometasone,441335,CID100123620,CID000441335,C0041912,0.15,0.15,Upper respiratory tract infection
DB01280,Nelarabine,3011155,CID100096312,CID003011155,C0030554,0.15,0.15,Paraesthesia
DB08911,Trametinib,11707110,CID111707110,CID011707110,C0022602,0.15,0.15,Actinic keratosis
DB01128,Bicalutamide,2375,CID100002375,CID000002375,C0004604,0.15,0.15,Back pain
DB00862,Vardenafil,110634,CID100110634,CID000110634,C0018681,0.15,0.15,Headache
DB01128,Bicalutamide,2375,CID100002375,CID000002375,C0015672,0.15,0.15,Fatigue
DB06626,Axitinib,6450551,CID103086685,CID006450551,C0038362,0.15,0.15,Stomatitis
DB09053,Ibrutinib,24821094,CID116126651,CID024821094,C0032285,0.15,0.15,Pneumonia
DB00864,Tacrolimus,445643,CID100005372,CID000445643,C0029118,0.15,0.15,Opportunistic infection
DB00230,Pregabalin,5486971,CID100125889,CID005486971,C0004134,0.15,0.15,Ataxia
DB06626,Axitinib,6450551,CID103086685,CID006450551,C0003862,0.15,0.15,Musculoskeletal discomfort
DB08911,Trametinib,11707110,CID111707110,CID011707110,C0020433,0.15,0.15,Hyperbilirubinaemia
DB00714,Apomorphine,6005,CID100002215,CID000006005,C0008031,0.15,0.15,Chest pain
DB01280,Nelarabine,3011155,CID100096312,CID003011155,C0013604,0.15,0.15,Oedema
DB00701,Amprenavir,65016,CID100002177,CID000065016,C0020443,0.15,0.15,Hypercholesterolaemia
DB06626,Axitinib,6450551,CID103086685,CID006450551,C0013404,0.15,0.15,Dyspnoea
DB08911,Trametinib,11707110,CID111707110,CID011707110,C0020538,0.15,0.15,Hypertension
DB01211,Clarithromycin,84029,CID100054688,CID000084029,C0013378,0.15,0.15,Dysgeusia
DB00273,Topiramate,5284627,CID100005514,CID005284627,C0037199,0.15,0.15,Sinusitis
DB00244,Mesalazine,4075,CID100004075,CID000004075,C0027441,0.15,0.15,Nasopharyngitis
DB01004,Ganciclovir,3454,CID100003454,CID000003454,C0035305,0.15,0.15,Retinal detachment
DB05015,Belinostat,6918638,CID106918638,CID006918638,C0018681,0.15,0.15,Headache
DB00404,Alprazolam,2118,CID100002118,CID000002118,C0043352,0.15,0.15,Dry mouth
DB01024,Mycophenolic acid,446541,CID100004272,CID000446541,C0235431,0.15,0.15,Blood creatinine increased
DB00990,Exemestane,60198,CID100060198,CID000060198,C0013404,0.15,0.15,Dyspnoea
DB01041,Thalidomide,5426,CID100005426,CID000005426,C0018799,0.149573,0.149573,Cardiac disorder
DB01041,Thalidomide,5426,CID100005426,CID000005426,C0032285,0.149573,0.149573,Pneumonia
DB08910,Pomalidomide,134780,CID100134780,CID000134780,C0014591,0.149533,0.149533,Epistaxis
DB08910,Pomalidomide,134780,CID100134780,CID000134780,C0235431,0.149533,0.149533,Blood creatinine increased
DB08910,Pomalidomide,134780,CID100134780,CID000134780,C0033774,0.149533,0.149533,Pruritus
DB08910,Pomalidomide,134780,CID100134780,CID000134780,C0035078,0.149533,0.149533,Renal failure
DB00783,Estradiol,5757,CID100000450,CID000005757,C0042401,0.149425,0.149425,Vasodilation
DB00688,Mycophenolate mofetil,5281078,CID100004271,CID005281078,C0002418,0.149,0.149,Amblyopia
DB01249,Iodixanol,3724,CID100003724,CID000003724,C0013378,0.149,0.149,Dysgeusia
DB00997,Doxorubicin,31703,CID100001690,CID000031703,C0018681,0.149,0.149,Headache
DB00887,Bumetanide,2471,CID100002471,CID000002471,C0085680,0.149,0.149,Hypochloraemia
DB00947,Fulvestrant,104741,CID100104741,CID000104741,C0013404,0.149,0.149,Dyspnoea
DB06176,Romidepsin,5352062,CID100003425,CID005352062,C0043096,0.148936,0.148936,Weight decreased
DB00575,Clonidine,2803,CID100002803,CID000002803,C0042963,0.148936,0.148936,Vomiting
DB00188,Bortezomib,387447,CID100093860,CID000387447,C0004604,0.14881,0.14881,Back pain
DB00360,Sapropterin,44257,CID100001125,CID000044257,C0018681,0.148649,0.148649,Headache
DB00656,Trazodone,5533,CID100005533,CID000005533,C0015672,0.148515,0.148515,Asthenia
DB00188,Bortezomib,387447,CID100093860,CID000387447,C0020649,0.148387,0.148387,Hypotension
DB00770,Alprostadil,5280723,CID100000214,CID005280723,C0019080,0.148357,0.148357,Haemoglobin
DB00327,Hydromorphone,5284570,CID100003648,CID005284570,C2830004,0.148343,0.148343,Somnolence
DB12395,Esreboxetine,65856,CID100065856,CID000065856,C0018681,0.1483,0.1483,Headache
DB00916,Metronidazole,4173,CID100004173,CID000004173,C0009450,0.148148,0.148148,Infection
DB00916,Metronidazole,4173,CID100004173,CID000004173,C0851341,0.148148,0.148148,Infestation NOS
DB00106,Abarelix,16131215,CID116131215,CID016131215,C0009806,0.148148,0.148148,Constipation
DB00106,Abarelix,16131215,CID116131215,CID016131215,C0085649,0.148148,0.148148,Oedema peripheral
DB00996,Gabapentin,3446,CID100003446,CID000003446,C0040822,0.148,0.148,Tremor
DB00656,Trazodone,5533,CID100005533,CID000005533,C0027769,0.148,0.148,Tension
DB00590,Doxazosin,3157,CID100003157,CID000003157,C0015672,0.148,0.148,Fatigue
DB00590,Doxazosin,3157,CID100003157,CID000003157,C0231218,0.148,0.148,Ill-defined disorder
DB00972,Azelastine,2267,CID100002267,CID000002267,C0018681,0.148,0.148,Headache
DB00619,Imatinib,5291,CID100005291,CID000005291,C0700590,0.148,0.148,Hyperhidrosis
DB01222,Budesonide,5281004,CID100002462,CID005281004,C0009938,0.147541,0.147541,Contusion
DB00316,Acetaminophen,1983,CID100001983,CID000001983,C0151735,0.1474,0.1474,Injection site reaction
DB00316,Acetaminophen,1983,CID100001983,CID000001983,C0151828,0.1474,0.1474,Injection site pain
DB05294,Vandetanib,3081361,CID103081361,CID003081361,C0004093,0.147186,0.147186,Asthenia
DB00887,Bumetanide,2471,CID100002471,CID000002471,C0020621,0.147,0.147,Hypokalaemia
DB00656,Trazodone,5533,CID100005533,CID000005533,C0344232,0.147,0.147,Vision blurred
DB01592,Iron,23925,CID100023925,CID000023925,C0027497,0.147,0.147,Nausea
DB08820,Ivacaftor,16220172,CID116220172,CID016220172,C0027441,0.146789,0.146789,Nasopharyngitis
