drugbank_id,name,pubchem_id
DB03133,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole",49867153
DB03134,L-2-aminopimelic acid,446719
DB03135,[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid,446273
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,1746
DB03137,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine",5289232
DB03138,Perchlorate,123351
DB03139,"6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid",446905
DB03140,4-Carboxyphenylboronic Acid,312183
DB03141,"3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril",448667
DB03142,Alpha-L-Arabinose,445935
DB03143,Nonan-1-Ol,8914
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,123895
DB03145,4-Methyl-5-Hydroxyethylthiazole Phosphate,1137
DB03146,2-deazo-6-thiophosphate guanosine-5'-monophosphate,446796
DB03147,Flavin adenine dinucleotide,643975
DB03148,Adenosine 5'-methylenediphosphate,92199
DB03150,"2',3'-Dideoxythymidine-5'-Monophosphate",165151
DB03151,mu4-sulfido-quadro-tetracopper,4628301
DB03152,B-2-Octylglucoside,445463
DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol",5791881
DB03154,{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid,446662
DB03155,2'-fluoro-2'-deoxyuridine 3'-monophosphate,5289534
DB03156,beta-D-glucuronic acid,441478
DB03157,"N,O-didansyl-L-tyrosine",446468
DB03158,"D-Myo-Inositol-1,4-Bisphosphate",439444
DB03159,CRA_8696,447476
DB03160,N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate,445085
DB03161,Thymidine-5'-diphospho-beta-D-xylose,447462
DB03162,"4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid",448652
DB03163,2-oxopropyl-CoM,443231
DB03164,6-amino-1-methyl-7H-purin-1-ium,444453
DB03165,2-Dimethylamino-Ethyl-Diphosphate,447358
DB03166,Acetic acid,176
DB03167,Pentabromophenol,11852
DB03168,Nicotinamide adenine dinucleotide cyclohexanone,131704230
DB03169,(S)-Hmg-Coa,131704231
DB03170,Dephospho Coenzyme A,444485
DB03171,Indole-3-Propanol Phosphate,3713
DB03172,Tubercidin,6245
DB03173,CRA_10433,447478
DB03174,Phosphonoacetaldehyde,490
DB03175,Propyl alcohol,1031
DB03176,KB-141,9863447
DB03177,5-methylbenzimidazole,11979
DB03178,"Guanosine-2',3'-cyclophosphorothioate",6323502
DB03179,Sinapoyl coenzyme A,131704232
DB03180,"4,5-Dimethyl-1,2-phenylenediamine",76635
DB03181,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione",447271
DB03182,alpha-Fluoro-carboxymethyldethia coenzyme A complex,444883
DB03183,"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",656966
DB03184,5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,5289579
DB03185,"1-Beta-Ribofuranosyl-1,3-Diazepinone",5287841
DB03186,Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],448108
DB03187,6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid,5289084
DB03189,Cu-Cyclam,131704233
DB03190,6-o-Capryloylsucrose,447970
DB03191,3-Oxiran-2ylalanine,447569
DB03192,(R)-3-hydroxydecanoyl-CoA,447877
DB03193,Stearic acid,5281
DB03194,Methyl beta-L-fucopyranoside,7167925
DB03195,3'-Fluoro-3'-deoxythymidine 5'-monophosphate,447405
DB03196,4-Nitrophenyl-Ara,151437
DB03197,6-Hydroxymethylpterin,69736
DB03198,Thio-Maltohexaose,449606
DB03199,4-Methoxy-E-Rhodomycin T,42627031
DB03200,7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate,446857
DB03201,D-Cysteine,92851
DB03202,"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide",5289459
DB03203,Sphingosine,5280335
DB03204,4-amino-5-aminomethyl-2-methylpyrimidine,66762
DB03205,Pyrroloquinoline Quinone,1024
DB03206,Duvoglustat,29435
DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",444698
DB03208,"Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose",446509
DB03209,Oteracil,4604
DB03210,4-Aminohydrocinnamic Acid,75451
DB03211,(3-Formyl-but-3-Enyl)-Phosphonic Acid,4628690
DB03212,4-Deoxyglucarate,5288136
DB03213,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,131704234
DB03214,Vinylglycine,156126
DB03215,"(2s,5s)-5-Carboxymethylproline",447989
DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",5287610
DB03217,DPI59,447531
DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea,446801
DB03219,11-Deoxy-Beta-Rhodomycin,5288114
DB03220,FR-234938,449013
DB03221,AL7099A,4369101
DB03222,dATP,15993
DB03223,Diphthamide,46936613
DB03224,2-Formyl-Protoporphryn Ix,131704235
DB03225,D-Tryptophan,9060
DB03226,Trifluoroethanol,6409
DB03227,Nicotinamide Mononucleotide,6093202
DB03228,"5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide",126690
DB03229,alpha-Ketoisocaproic acid,70
DB03230,Adenosine-5'-Propylphosphate,447832
DB03231,"3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide",448408
DB03232,"2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol",5280832
DB03233,3'-deoxy-3'-aminothymidine monophosphate,162501
DB03234,"(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone",445986
DB03235,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide,447977
DB03236,(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid,46936619
DB03237,"2,3-Dihydroxy-5-Oxo-Hexanedioate",5288442
DB03238,"3,5-Difluoroaniline",96595
DB03239,"3',5'-Dinitro-N-Acetyl-L-Thyronine",449394
DB03240,"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid",657004
DB03241,1-Amino-1-Carbonyl Pentane,5288719
DB03242,P-Aminophenyl-Alpha-D-Galactopyranoside,445340
DB03243,4-Fluorobenzylamine,448749
DB03244,"(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid",49867722
DB03245,S-4-Nitrobutyryl-CoA,448575
DB03246,Beta-L-Arabinose,6857384
DB03247,Flavin mononucleotide,643976
DB03248,2-(Phosphonooxy)Butanoic Acid,17754119
DB03249,2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate,17754189
DB03250,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole",22298966
DB03251,RWJ-51084,5289320
DB03252,D-Lysine,57449
DB03253,(2s)-Pyrrolidin-2-Ylmethylamine,2734054
DB03254,4-Phenyl-1h-Imidazole,69590
DB03255,Phenol,996
DB03256,(6R)-Folinic acid,135548
DB03257,"5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid",449201
DB03258,2'-Deoxycytidine 5'-triphosphate,65091
DB03259,"2',6'-Dichloro-Biphenyl-2,6-Diol",446948
DB03260,Hexamethylene diamine,16402
DB03262,"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",4369172
DB03263,Thiocellobiose,446272
DB03264,Dodecyl-Coa,165436
DB03266,Glutaral,3485
DB03267,1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,447076
DB03268,RU82197,5287443
DB03269,"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",131704236
DB03270,"2,6-Difluorobenzenesulfonamide",446274
DB03272,4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol,448564
DB03273,3'-Oxo-Adenosine,446824
DB03274,"2',5'-Dideoxyuridine",444320
DB03275,Cysteinamide,6540253
DB03276,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",657098
DB03277,alpha-maltotriose,192826
DB03278,D-Treitol,445969
DB03279,Dodecyl-Alpha-D-Maltoside,445456
DB03280,p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,447202
DB03281,2'-Deoxymaltose,17753954
DB03283,beta-L-fucose,444863
DB03284,"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid",5288331
DB03285,Isoliquiritigenin,638278
DB03286,C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,131704237
DB03287,4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid,131704238
DB03288,5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,46936633
DB03289,Thiarsa Dihydroxy Cysteine,49866861
DB03290,L-naphthyl-1-acetamido boronic acid alanine,17754159
DB03291,4-Deoxy-4-Amino-Beta-D-Glucose,17753995
DB03292,3-Phosphono-D-alanine,446873
DB03293,9-Methyl Uric Acid,108714
DB03294,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",1387
DB03295,Glutathionylspermidine,440772
DB03296,3'-beta-Sialyl-beta-lactose,448469
DB03297,Benzylsulfonic acid,7532
DB03298,Phenylphosphate,12793
DB03299,N-Succinyl Phenylglycine,448582
DB03300,Pterin Cytosine Dinucleotide,4369128
DB03301,2-Allyl-6-Methyl-Phenol,76883
DB03302,"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",33791
DB03303,3-deoxy-D-arabino-hexonic acid,152990
DB03304,7-Deaza-7-Aminomethyl-Guanine,171
DB03305,N(G)-Iminoethylornithine,107984
DB03306,RU78300,5287488
DB03307,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,2608
DB03308,L-Leucyl-Hydroxylamine,3080766
DB03309,N-cyclohexyltaurine,66898
DB03310,Glutathione disulfide,65359
DB03311,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide",448662
DB03312,Brivudine,446727
DB03313,Cephalosporin C,65536
DB03314,5-fluorotryptophan,688357
DB03315,Guanosine 3'-monophosphate,8339
DB03316,"1,4-Dioxane",31275
DB03317,Ferroheme C,51351657
DB03318,6-Hydro-1-Methyladenosine-5'-Monophosphate,49867280
DB03319,"(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",131704239
DB03320,3-Amino-Alanine,17753953
DB03321,Des(carbamimidoyl) zanamivir,445533
DB03322,Dexpropranolol,21138
DB03323,Maltose,439186
DB03325,Tyrosyladenylate,449029
DB03326,"Deoxycytidylyl-3',5'-guanosine",49866787
DB03327,{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid,444528
DB03328,Dioxo(sulfanyl)molybdenum,5162682
DB03329,2-Pyridinethiol,2723698
DB03330,S-(N-hydroxy-N-iodophenylcarbamoyl)glutathione,17753999
DB03331,"N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",446186
DB03332,"5,6-Cyclic-Tetrahydropteridine",6323220
DB03333,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,17754181
DB03335,(+)-1-bromo-2-propanol,641237
DB03336,BIA,4369285
DB03337,1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,444581
DB03338,Heptyl glucoside,448173
DB03339,3-Iodo-Benzyl Alcohol,42300
DB03340,3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid,446920
DB03341,CoA-S-acetyl 5-bromotryptamine,446811
DB03342,4-(Acetylamino)-3-Guanidinobenzoic Acid,3364666
DB03343,Malate Like Intermediate,5289457
DB03344,"Inositol-(1,3,4,5,6)-Pentakisphosphate",17754035
DB03345,Mercaptoethanol,1567
DB03346,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",97032
DB03347,Triethyl phosphate,6535
DB03348,Huperzine B,5462442
DB03349,8-Bromo-Adenosine-5'-Monophosphate,168120
DB03350,Cobalt hexammine ion,453369
DB03351,Sri-9439,446752
DB03352,S-Arsonocysteine,17753924
DB03353,2-Iminobiotin,128878
DB03354,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",657043
DB03355,5'-O-(L-Threonylsulfamoyl)adenosine,445439
DB03357,(S)-Mandelic acid,439616
DB03358,"7-Methyl-7,8-dihydroguanosine 5'-(tetrahydrogen triphosphate)",6323407
DB03359,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",3991
DB03360,N-Acetylproline,66141
DB03361,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",447750
DB03362,N-Dimethyl-Lysine,193344
DB03363,3-Acetylpyridine Adenine Dinucleotide,131704240
DB03364,N-Carbamyl-D-Methionine,448878
DB03365,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",5687
DB03366,Imidazole,795
DB03367,PF-00356231,448942
DB03368,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",1836
DB03369,9-Aminophenanthrene,13695
DB03370,FR239087,449014
DB03371,Modified Ribosylated Glutamyl Ester,131704241
DB03372,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",447329
DB03373,ZK-806711,131704242
DB03374,"3,5-Diiodotyrosine",9305
DB03376,5'-O-(N-(Alanyl)sulfamoyl)adenosine,196672
DB03379,2-Carboxyethylphosphonic Acid,1682
DB03380,L-tyrosinamide,151243
DB03381,Hexadecanal,984
DB03382,S-oxy-L-cysteine,49866839
DB03383,CP-320626,444746
DB03384,Fica,448573
DB03385,4-Methylimidazole,13195
DB03386,4-Fluorotryptophane,688475
DB03387,N-Hydroxy-N-Isopropyloxamic Acid,73284
DB03388,"3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid",657065
DB03389,alpha-D-Xylopyranose,6027
DB03390,"(2R,3R)-2,3-Dihydroxy-4-oxo-4-(propylamino)butanoic acid",449346
DB03391,Chromophore (Met-Tyr-Gly),49866789
DB03392,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester",656959
DB03393,Sanglifehrin A,5388925
DB03394,Heptaethylene glycol,79718
DB03395,Enalkiren,60594
DB03396,"(2R,3R,4S,5R,6E)-3,4,5-Trihydroxy-N-[(3S,6R)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide",448235
DB03397,Uridine-Diphosphate-N-Acetylglucosamine,445675
DB03399,Ethyl Isocyanide,4474585
DB03400,3-(P-Tolyl)Propionic Acid,73927
DB03401,"1D-myo-inositol 1,4,5-trisphosphate",439456
DB03402,"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate",448151
DB03403,Cytidine-5'-Monophosphate,6131
DB03405,N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,5289122
DB03406,O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose,446000
DB03407,4-Nitrocatechol,3505109
DB03408,gamma-Glutamylcysteine,123938
DB03409,L-Octahydroindole-2-carboxylic acid,7408452
DB03410,4-hydroxycoumarin,54682930
DB03411,"2-Hydroxymethyl-Pyrrolidine-3,4-Diol",127716
DB03412,6-hydroxynorleucine,97725
DB03413,Deoxyuridine-5'-Diphosphate,145729
DB03414,5-Thio-a/B-D-Mannopyranosylamine,448267
DB03415,3-thiaoctanoyl-CoA,448875
DB03416,Thiamine(1+) monophosphate,3382778
DB03417,"(2S,3R)-2-[[4-(Tert-butylcarbamoyl)piperazine-1-carbonyl]amino]-6-(diaminomethylideneamino)-3-formylhexanoic acid",6323182
DB03418,Diacetyldeuteroheme,131704243
DB03419,Uracil,1174
DB03420,"2,4-deoxy-4-guanidino-5-N-acetyl-neuraminic acid",17754002
DB03421,"2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione",1584
DB03422,"1,3-Thiazole-4-Carboxylic Acid",304271
DB03423,S-Adenosyl-L-Homoselenocysteine,446317
DB03424,Ubenimex,72172
DB03425,"2s,4r-4-Methylglutamate",131704245
DB03426,Digalactosyl Diacyl Glycerol (Dgdg),15991538
DB03427,delta-(L-alpha-Aminoadipoyl)-L-cysteinyl-D-vinylglycine,6398414
DB03428,SU9516,5289419
DB03429,Tetrastearoyl cardiolipin,449005
DB03430,(S)-4-hydroxymandelonitrile,440104
DB03432,Beta-Amino Isobutyrate,5287787
DB03433,{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid,5496700
DB03434,3-(N-morpholino)propanesulfonic acid,70807
DB03435,Uridine-5'-Diphosphate,6031
DB03436,Gallichrome,46936673
DB03437,"(2R,4S)-2-[(1R)-1-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",9600418
DB03438,Lysophosphatidylglycerol,5289143
DB03439,"4,6-dideoxy-4-amino-alpha-D-glucose",444139
DB03440,N-hexadecanoylglycine,151008
DB03441,2-Benzyl-3-Iodopropanoic Acid,17753867
DB03442,Acid yellow 54 free acid,5478860
DB03443,bis(5-amidino-benzimidazolyl)methanone zinc,131704246
DB03444,6-bromoindirubin-3'-oxime,5287844
DB03445,"(3S)-3-(dioxidosulfanyl)-N-[(1E)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",6419229
DB03446,N-Benzyl-3-(alpha-D-galactopyranosyloxy)benzamide,445579
DB03447,Uridylyl-2'-5'-phospho-adenosine,444053
DB03448,2'-Deoxyuridine 3'-Monophosphate,449392
DB03449,N-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide,449021
DB03450,Cephalothin Group,46936680
DB03451,Lexacalcitol,73896915
DB03452,3-Trimethylsilylsuccinic Acid,3359381
DB03453,Methyl (2S)-2-[[2-[(3R)-1-carbamimidoylpiperidin-3-yl]acetyl]amino]-3-[4-(2-phenylethynyl)phenyl]propanoate,5288250
DB03454,"3-methyl-benzene-1,2-diol",340
DB03455,(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,447066
DB03456,N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide,5288988
DB03458,"N(4)-Adenosyl-N(4)-methyl-2,4-diaminobutanoic acid",188380
DB03459,Sparfosic acid,39981
DB03460,Violaxanthin,448438
DB03461,Nicotinamide adenine dinucleotide phosphate,57525501
DB03462,Thymine,1135
DB03464,Formycin-5'-Monophosphate,444260
DB03466,BMS184394,445575
DB03467,Naringenin,439246
DB03468,"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",5226
DB03469,Heme D,131704247
DB03470,Trypanothione,449517
DB03471,6-phenyl-4(R)-(7-phenyl-heptanoylamino)-hexanoic acid,446783
DB03472,Cyclohexyl-Hexyl-Beta-D-Maltoside,447688
DB03473,N5-Methylglutamine,439925
DB03474,Reactive Red 1 Dye,5326578
DB03475,"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One",444508
DB03476,Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,448841
DB03477,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,1396
DB03478,2'-O-Acetyl Adenosine-5-Diphosphoribose,447049
DB03479,"8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",445720
DB03480,Brequinar Analog,1543
DB03481,"5,10-Dimethylene Tetrahydromethanopterin",46936694
DB03482,8-demethyl-8-dimethylamino-flavin-adenine-dinucleotide,5289282
DB03483,(4S)-5-[[(2S)-1-[[(2S)-1-Amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid,446986
DB03484,sn-glycero-3-phosphoethanolamine,5459861
DB03485,alpha-D-Fucopyranose,444200
DB03486,Phosphomethylphosphonic acid guanosyl ester,448477
DB03487,(S)-Aspartimide,13373305
DB03488,Uridine-5'-diphosphate-2-deoxy-2-fluoro-alpha-D-galactose,448923
DB03489,2-Keto-3-Deoxygluconate,11309850
DB03490,"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole",314123
DB03491,2'-Deoxyguanosine-5'-Diphosphate,439220
DB03492,"lambda-bis(2,2'-bipyridine)imidazole osmium (II)",46936698
DB03493,7-Methylguanosine,445404
DB03495,"4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose",449165
DB03496,Alvocidib,5287969
DB03497,L-serine O-sulfate,164701
DB03498,Mercaptomethyl Phosphonate,5288817
DB03499,D-Malic acid,92824
DB03500,Tricosanoic acid,17085
DB03501,Galactose-uridine-5'-diphosphate,18068
DB03502,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate,49867129
DB03503,"4-Acetyl-4-guanidino-6-methyl(propyl)carboxamide-4,5-dihydro-2H-pyran-2-carboxylic acid",449379
DB03504,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",448970
DB03505,"2,6-diaminoquinazolin-4-ol",448010
DB03506,"5H-pyrrolo[3,2-d]pyrimidin-4-amine",5287565
DB03507,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",4470566
DB03508,Diethylene glycol ethyl methyl ether,13847
DB03509,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,657038
DB03510,6-O-Phosphoryl Inosine Monophosphate,444818
DB03511,alpha-D-galacturonic acid,445929
DB03512,"Uridine-2',3'-vanadate",46936702
DB03513,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",15480320
DB03514,4-Vinylguaiacol,332
DB03515,Equilenin,444865
DB03516,Eniluracil,43157
DB03517,[Methylthio]Acetate,5179950
DB03518,Mevalonic acid,439230
DB03520,6-Chloro-2-fluoropurine,5287914
DB03522,Aspartic Acid-4-Carboxymethyl Ester,17753844
DB03523,Brequinar,57030
DB03524,"N-[3-[4-(3-aminopropyl)piperazin-1-yl]propyl]-3-[(2-thiophen-2-ylacetyl)amino]-5-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzamide",49867166
DB03525,RU79073,5287550
DB03526,AL5927,4316
DB03528,9-Beta-D-Xylofuranosyl-Adenine,447916
DB03530,Acylated ceftazidime,9600404
DB03531,Flavin-adenine dinucleotide-N5-isobutyl ketone,131704249
DB03532,Phosphomethylphosphonic acid guanylate ester,449108
DB03533,Acetyleneurea,62347
DB03534,3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide,447018
DB03535,Z-Pro-Prolinal,122623
DB03536,Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate,131704251
DB03537,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid,49867069
DB03539,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,5287668
DB03540,Norcamphor,449588
DB03541,"10-Propargyl-5,8-Dideazafolic Acid",443388
DB03542,L-Myo-Inositol-1-Phosphate,5288700
DB03543,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,446446
DB03544,S-Phosphocysteine,3082729
DB03546,"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid",131704252
DB03548,3-deoxy-alpha-D-manno-oct-2-ulopyranosonic acid,445569
DB03549,Biotinyl P-Nitroaniline,446236
DB03550,Isopenicillin N,440723
DB03551,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",131704253
DB03552,3-Tyrosine,6950578
DB03553,Glutaric Acid,743
DB03554,5-Iodouracil,69672
DB03555,CRA_11092,5326671
DB03556,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",657096
