drug,sideEffect
DB00413,Muscle_twitch
DB00413,Muscle_weakness
DB00413,Musculoskeletal_discomfort
DB00413,Myalgia
DB00413,Myasthenias
DB00413,Myoclonus
DB00413,Nasal_congestion_%28finding%29
DB00413,Nausea
DB00413,Obsessive_compulsive_behavior
DB00413,Pain
DB00413,Pain_in_limb
DB00413,Paranoia
DB00413,Paranoid_reaction
DB00413,Parasite_infestation
DB00413,Paresthesia
DB00413,Parkinson_disease
DB00413,Parkinsonian_disorders
DB00413,Peripheral_edema
DB00413,Pneumonia
DB00413,Pruritus
DB00413,Psychotic_disorders
DB00413,Reduced_visual_acuity
DB00413,Rhinitis
DB00413,Sensory_discomfort
DB00413,Shock
DB00413,Sialorrhea
DB00413,Sinus_headache
DB00413,Sinusitis
DB00413,Sleep_attack
DB00413,Sleep_disorders
DB00413,Sleeplessness
DB00413,Somnolence
DB00413,Spasm
DB00413,Sudden_onset_of_sleep
DB00413,Syncope
DB00413,Traumatic_injury
DB00413,Tremor
DB00413,Unconscious_state
DB00413,Upper_abdominal_pain
DB00413,Upper_respiratory_infections
DB00413,Urinary_incontinence
DB00413,Urinary_tract_infection
DB00413,Vertigo
DB00413,Visual_disturbance
DB00413,Visual_impairment
DB00413,Vomiting
DB00413,Weight_decreased
DB00413,Weight_gain
DB00413,Xerostomia
DB00414,Nausea
DB00417,Vomiting
DB00419,Abdomen_distended
DB00419,Abdominal_bloating
DB00419,Abdominal_distension%2C_gaseous
DB00419,Abdominal_pain
DB00419,Amnesia
DB00419,Anorexia
DB00419,Asthenia
DB00419,Back_pain
DB00419,Chills
DB00419,Constipation
DB00419,Cramps_of_lower_extremities
DB00419,Decrease_in_appetite
DB00419,Diarrhea
DB00419,Disorder_of_eye
DB00419,Dizziness
DB00419,Dyspepsia
DB00419,Epigastric_pain_not_food-related
DB00419,Eye_abnormalities
DB00419,Fatigue
DB00419,Feeling_abnormal
DB00419,Feeling_jittery
DB00419,Flatulence
DB00419,Gait%2C_unsteady
DB00419,Gait_abnormality
DB00419,Gastrointestinal_pain
DB00419,Headache
DB00419,Heaviness_in_limbs
DB00419,Heavy_feeling
DB00419,Hypesthesia
DB00419,Ill-defined_disease
DB00419,Influenza-like_illness
DB00419,Influenza-like_symptoms
DB00419,Irregular_menstruation
DB00419,Localised_numbness
DB00419,Loss_of_appetite_%28finding%29
DB00419,Malaise
DB00419,Memory_loss
DB00419,Menstruation_disturbances
DB00419,Migraine_disorders
DB00419,Muscle_cramp
DB00419,Nausea
DB00419,Nervousness
DB00419,Neuropathy
DB00419,Pain
DB00419,Pain_in_limb
DB00419,Pain_in_lower_limb
DB00419,Paresthesia
DB00419,Peripheral_neuropathy
DB00419,Sensory_discomfort
DB00419,Spasm
DB00419,Thrombocytopenia
DB00419,Tremor
DB00419,Upper_abdominal_pain
DB00419,Vertigo
DB00419,Visual_disturbance
DB00419,Visual_impairment
DB00419,Vomiting
DB00419,Weight_decreased
DB00419,Xerostomia
DB00419,Neutropenia
DB00420,Anaemia
DB00420,Constipation
DB00421,Nausea
DB00421,Vomiting
DB00422,Abdominal_discomfort
DB00422,Abdominal_pain
DB00422,Abnormal_behavior
DB00422,Aggressive_behavior
DB00422,Agitation
DB00422,Alanine_aminotransferase_increased
DB00422,Alkaline_phosphatase_raised
DB00422,Alopecia
DB00422,Anaphylaxis
DB00422,Anemia
DB00422,Angina_pectoris
DB00422,Angioedema
DB00422,Anorexia
DB00422,Anxiety
DB00422,Aplastic_anemia
DB00422,Application_site_reaction
DB00422,Arthralgia
DB00422,Asthenia
DB00422,Auricular_swelling
DB00422,Blood_alkaline_phosphatase_increased
DB00422,Blood_and_lymphatic_system_disorders
DB00422,Blood_pressure_alteration_%28finding%29
DB00422,Blood_pressure_fluctuation
DB00422,Blurred_vision
DB00422,Bone_diseases
DB00422,Bradycardia
DB00422,Breast_diseases
DB00422,Bruxism
DB00422,Cardiac_arrest
DB00422,Cardiac_arrhythmia
DB00422,Cardiac_disease
DB00422,Cerebral_arteritis
DB00422,Cerebral_hemorrhage
DB00422,Cerebrovascular_accident
DB00422,Cerebrovascular_disorders
DB00422,Chest_discomfort
DB00422,Chest_pain
DB00422,Choreoathetoid_movements
DB00422,Choreoathetosis
DB00422,Cold_extremities
DB00422,Communicable_diseases
DB00422,Completed_suicide
DB00422,Confusion
DB00422,Connective_tissue_diseases
DB00422,Constipation
DB00422,Contact_dermatitis
DB00422,Contusions
DB00422,Coughing
DB00422,Decrease_in_appetite
DB00422,Decreased_libido
DB00422,Decreased_platelet_count
DB00422,Decreased_therapeutic_response
DB00422,Depressed_mood
DB00422,Dermatitis
DB00422,Dermatitis%2C_allergic_contact
DB00422,Dermatologic_disorders
DB00422,Diarrhea
DB00422,Diplopia
DB00422,Disorder_of_accommodation
DB00422,Disorder_of_eye
DB00422,Disorientation
DB00422,Disturbance_in_sexual_arousal
DB00422,Dizziness
DB00422,Drowsiness
DB00422,Drug_action_decreased
DB00422,Drug_eruptions
DB00422,Drug_interactions
DB00422,Dyskinetic_syndrome
DB00422,Dyspepsia
DB00422,Dyspnea
DB00422,Eczema
DB00422,Edema
DB00422,Elevated_liver_enzymes
DB00422,Erectile_dysfunction
DB00422,Eruptions
DB00422,Erythema
DB00422,Erythema_multiforme
DB00422,Exanthema
DB00422,Excoriation
DB00422,Exfoliative_dermatitis
DB00422,Eye_pain
DB00422,Fatigue
DB00422,Feeling_abnormal
DB00422,Feeling_jittery
DB00422,Feeling_suicidal_%28finding%29
DB00422,Feels_hot
DB00422,Fever
DB00422,Fixed_drug_eruption
DB00422,Gastrointestinal_diseases
DB00422,Gastrointestinal_pain
DB00422,Gilles_de_la_tourette_syndrome
DB00422,Growth_retardation
DB00422,Hallucinations
DB00422,Hallucinations%2C_auditory
DB00422,Hallucinations%2C_tactile
DB00422,Hallucinations%2C_visual
DB00422,Headache
DB00422,Hemoglobin_measurement
DB00422,Hemorrhage
DB00422,Hepatic_coma
DB00422,Hot_flushes
DB00422,Hyperactive_behavior
DB00422,Hyperhidrosis_disorder
DB00422,Hyperpigmentation
DB00422,Hyperpyrexia
DB00422,Hypersensitivity
DB00422,Hypertensive_disease
DB00422,Hypoglycemia
DB00422,Hypopigmentation_disorder
DB00422,Immune_system_diseases
DB00422,Increase_in_blood_pressure
DB00422,Increased_bilirubin_level_%28finding%29
DB00422,Induration
DB00422,Infestation
DB00422,Inflammation
DB00422,Initial_insomnia
DB00422,Irritable_mood
DB00422,Labile_affect
DB00422,Larynx_pain
DB00422,Lethargy
DB00422,Leukopenia
DB00422,Liver_dysfunction
DB00422,Logorrhea
DB00422,Loss_of_appetite_%28finding%29
DB00422,Malnutrition
DB00422,Manic
DB00422,Mediastinal_diseases
DB00422,Menopausal_symptom
DB00422,Mental_depression
DB00422,Mental_disorders
DB00422,Migraine_disorders
DB00422,Mood_swings
DB00422,Motion_sickness
DB00422,Muscle_cramp
DB00422,Muscle_tightness
DB00422,Muscle_twitch
DB00422,Musculoskeletal_discomfort
DB00422,Myalgia
DB00422,Mydriasis
DB00422,Nasal_congestion_%28finding%29
DB00422,Nasopharyngitis
DB00422,Nausea
DB00422,Necrotizing_vasculitis
DB00422,Nervous_system_disorder
DB00422,Nervousness
DB00422,Neuroleptic_malignant_syndrome
DB00422,Obsessive-compulsive_disorder
DB00422,Oropharyngeal_pain
DB00422,Pain
DB00422,Palpitations
DB00422,Pancreatitis
DB00422,Pancytopenia
DB00422,Panic_attacks
DB00422,Papule
DB00422,Parasite_infestation
DB00422,Paresthesia
DB00422,Peeling_of_skin
DB00422,Pharyngolaryngeal_pain
DB00422,Physiologic_warmth
DB00422,Premature_cardiac_complex
DB00422,Premature_ventricular_contractions
DB00422,Priapism
DB00422,Pruritus
DB00422,Psychotic_disorders
DB00422,Reversible_ischemic_neurologic_deficit_%28r.i.n.d.%29_syndrome
DB00422,Scab
DB00422,Seizures
DB00422,Sensory_discomfort
DB00422,Sinusitis
DB00422,Skin_and_subcutaneous_tissue_disorders
DB00422,Sleep_disorders
DB00422,Sleeplessness
DB00422,Somnolence
DB00422,Spasm
DB00422,Stevens-johnson_syndrome
DB00422,Sudden_cardiac_death
DB00422,Sudden_death
DB00422,Suicidal_behavior
DB00422,Suicide
DB00422,Suicide_attempt
DB00422,Supraventricular_tachycardia
DB00422,Swelling
DB00422,Tachycardia
DB00422,Tension
DB00422,Tension_headache
DB00422,Thirst
DB00422,Thrombocytopenia
DB00422,Thrombocytopenic_purpura
DB00422,Tonic-clonic_epilepsy
DB00422,Toothache
DB00422,Tremor
DB00422,Ulcer
DB00422,Upper_abdominal_pain
DB00422,Upper_respiratory_infections
DB00422,Urticaria
DB00422,Vascular_diseases
DB00422,Vasculitis
DB00422,Vertigo
DB00422,Visual_disturbance
DB00422,Visual_impairment
DB00422,Vomiting
DB00422,Weight_decreased
DB00422,Weight_gain
DB00422,White_blood_cell_count_abnormal
DB00422,Xerostomia
DB00423,Nausea
DB00424,Nausea
DB00424,Vomiting
DB00425,Abdominal_discomfort
DB00425,Abdominal_pain
DB00425,Abdominal_tenderness
DB00425,Abnormal_behavior
DB00425,Abnormal_vision
DB00425,Abscess
DB00425,Acute_coronary_syndrome
DB00425,Aggressive_behavior
DB00425,Aggressive_reaction
DB00425,Agitation
DB00425,Alanine_aminotransferase_increased
DB00425,Alertness_decreased
DB00425,Alkaline_phosphatase_raised
DB00425,Allergy_aggravated
DB00425,Altered_state_of_consciousness
DB00425,Altered_visual_depth_perception
DB00425,Amnesia
DB00425,Amnesia%2C_anterograde
DB00425,Anaphylaxis
DB00425,Anemia
DB00425,Anemia%2C_macrocytic
DB00425,Anger
DB00425,Angina_pectoris
DB00425,Angioedema
DB00425,Anorectal_discomfort
DB00425,Anorexia
DB00425,Anxiety
DB00425,Apathy
DB00425,Aphasia
DB00425,Appetite_disorders
DB00425,Arteritis
DB00425,Arthralgia
DB00425,Arthritis
DB00425,Arthropathy
DB00425,Aspartate_aminotransferase_increased
DB00425,Asthenia
DB00425,Asthenopia
DB00425,Ataxia
DB00425,Back_pain
DB00425,Binge_eating_disorder
DB00425,Bladder_pain
DB00425,Blood_alkaline_phosphatase_increased
DB00425,Blood_urea_increased
DB00425,Blurred_vision
DB00425,Bronchitis
DB00425,Bronchospasm
DB00425,Bullous_dermatitis
DB00425,Bullous_eruption
DB00425,Burning_sensation
DB00425,Cardiac_arrhythmia
DB00425,Cerebrovascular_disorders
DB00425,Chest_discomfort
DB00425,Chest_pain
DB00425,Chills
DB00425,Communicable_diseases
DB00425,Confusion
DB00425,Conjunctivitis
DB00425,Constipation
DB00425,Contusions
DB00425,Conversion_disorder
DB00425,Corneal_ulcer
DB00425,Coughing
DB00425,Cramps_of_lower_extremities
DB00425,Cystitis
DB00425,Decrease_in_appetite
DB00425,Decreased_libido
DB00425,Degenerative_polyarthritis
DB00425,Deglutition_disorders
DB00425,Delusions
DB00425,Dementia
DB00425,Dental_caries
DB00425,Depersonalization
DB00425,Depressed_level_of_consciousness
DB00425,Depressed_mood
DB00425,Dermatitis
DB00425,Dermatitis%2C_phototoxic
DB00425,Diarrhea
DB00425,Diplopia
DB00425,Disorder_of_accommodation
DB00425,Disorientation
DB00425,Disturbance_in_sexual_arousal
DB00425,Disturbance_in_thinking
DB00425,Disturbance_of_attention
DB00425,Dizziness
DB00425,Dream_disorder
DB00425,Drowsiness
DB00425,Drug_tolerance
DB00425,Drug_withdrawal_syndrome
DB00425,Dysarthria
DB00425,Dysgeusia
DB00425,Dyspepsia
DB00425,Dysphasia
DB00425,Dyspnea
DB00425,Dysuria
DB00425,Edema
DB00425,Elevated_liver_enzymes
DB00425,Enteritis
DB00425,Epistaxis
DB00425,Equilibration_disorder
DB00425,Erectile_dysfunction
DB00425,Eructation
DB00425,Esophageal_spasm
DB00425,Esr_raised
DB00425,Euphoric_mood
DB00425,Exanthema
DB00425,Exposure_to_poisonous_plant
DB00425,Exposure_to_toxic_agent
DB00425,Eye_irritation
DB00425,Eye_pain
DB00425,Facial_edema
DB00425,Fatigue
DB00425,Feeling_abnormal
DB00425,Feeling_strange
DB00425,Fever
DB00425,Fibroadenoma_of_breast
DB00425,Fibroadenosis_of_breast
DB00425,Flat_affect
DB00425,Flatulence
DB00425,Flushing
DB00425,Furuncle
DB00425,Furunculosis
DB00425,Gait_abnormality
DB00425,Gastritis
DB00425,Gastroenteritis
DB00425,Gastroesophageal_reflux_disease
DB00425,Gastrointestinal_pain
DB00425,Glaucoma
DB00425,Gout
DB00425,Hallucinations
DB00425,Headache
DB00425,Hemoglobinemia
DB00425,Hemorrhoids
DB00425,Herpes_simplex_infections
DB00425,Herpes_zoster_disease
DB00425,Hiccough
DB00425,Hot_flushes
DB00425,Hyperbilirubinemia
DB00425,Hypercholesterolemia
DB00425,Hyperglycemia
DB00425,Hyperhemoglobinemia
DB00425,Hyperhidrosis_disorder
DB00425,Hyperlipidemia
DB00425,Hypersensitivity
DB00425,Hypertension_worsened
DB00425,Hypertensive_disease
DB00425,Hypesthesia
DB00425,Hypokinesia
DB00425,Hypotension
DB00425,Hypotension%2C_orthostatic
DB00425,Hysteria
DB00425,Ill-defined_disease
DB00425,Illusions
DB00425,Increase_in_blood_pressure
DB00425,Increased_appetite_%28finding%29
DB00425,Increased_frequency_of_defecation
DB00425,Increased_frequency_of_micturition
DB00425,Increased_sweating
DB00425,Infective_vaginitis
DB00425,Infestation
DB00425,Influenza
DB00425,Influenza-like_illness
DB00425,Influenza-like_symptoms
DB00425,Injection_site_inflammation
DB00425,Insomnia_exacerbated
DB00425,Intestinal_obstruction
DB00425,Involuntary_muscle_contraction
DB00425,Irritable_mood
DB00425,Kidney_failure%2C_acute
DB00425,Labile_affect
DB00425,Labyrinthitis
DB00425,Lacrimal_apparatus_diseases
DB00425,Lacrimation_abnormal_nos
DB00425,Laryngitis
DB00425,Lethargy
DB00425,Leukopenia
DB00425,Libido_disorder
DB00425,Lightheadedness
DB00425,Lower_respiratory_tract_infection
DB00425,Lymphadenopathy
DB00425,Malaise
DB00425,Mammary_neoplasms
DB00425,Manic
DB00425,Manic_psychosis
DB00425,Mastodynia
DB00425,Menopausal_symptom
DB00425,Menorrhagia
DB00425,Menstruation_disturbances
DB00425,Mental_depression
DB00425,Mental_handicap
DB00425,Migraine_disorders
DB00425,Mood_swings
DB00425,Motor_retardation
DB00425,Muscle_cramp
DB00425,Muscle_hypotonia
DB00425,Muscle_relaxant_therapy
DB00425,Muscle_weakness
DB00425,Musculoskeletal_discomfort
DB00425,Myalgia
DB00425,Myocardial_infarction
DB00425,Nasopharyngitis
DB00425,Nausea
DB00425,Neck_injuries
DB00425,Neck_pain
DB00425,Nervous_system_disorder
DB00425,Nervousness
DB00425,Neuralgia
DB00425,Neuritis
DB00425,Neuropathy
DB00425,Neurotic_disorders
DB00425,Nightmares
DB00425,Nocturia
DB00425,Non-infectious_cystitis
DB00425,Ocular_hyperemia
DB00425,Otitis_externa
DB00425,Otitis_media
DB00425,Pain
DB00425,Pallor
DB00425,Palpitations
DB00425,Panic_attacks
DB00425,Parasite_infestation
DB00425,Paresis
DB00425,Paresthesia
DB00425,Perceptual_disturbance
DB00425,Periorbital_edema
DB00425,Peripheral_neuropathy
DB00425,Personality_disorders
DB00425,Pharyngeal_dryness
DB00425,Pharyngitis
DB00425,Phlebitis
DB00425,Photopsia
DB00425,Pneumonia
DB00425,Polyuria
DB00425,Postural_dizziness
DB00425,Premature_cardiac_complex
DB00425,Pruritus
DB00425,Pulmonary_edema
DB00425,Pulmonary_embolism
DB00425,Pulmonary_function_test_decreased
DB00425,Purpura
DB00425,Pyelonephritis
DB00425,Rage
DB00425,Rectal_hemorrhage
DB00425,Rectal_pain
DB00425,Rectal_tenesmus
DB00425,Redness_of_eye
DB00425,Renal_pain
DB00425,Respiratory_depression
DB00425,Restless_legs_syndrome
DB00425,Rhinitis
DB00425,Rigor_-_temperature-associated_observation
DB00425,Saliva_altered
DB00425,Sciatica
DB00425,Scleritis
DB00425,Sense_of_smell_altered
DB00425,Sensory_discomfort
DB00425,Shock
DB00425,Sialorrhea
DB00425,Sinusitis
DB00425,Skin_wrinkling
DB00425,Sleep_disorders
DB00425,Sleeplessness
DB00425,Social_disinhibition
DB00425,Somnambulism
DB00425,Somnolence
DB00425,Spasm
DB00425,Speech_disorders
DB00425,Stress
DB00425,Stupor
DB00425,Suicide_attempt
DB00425,Symptoms_of_stress
DB00425,Syncope
DB00425,Tachycardia
DB00425,Tachycardia%2C_ventricular
DB00425,Tendinitis
DB00425,Tension
DB00425,Tetany
DB00425,Thirst
DB00425,Throat_irritation
DB00425,Thrombosis
DB00425,Tinnitus
DB00425,Traumatic_injury
DB00425,Tremor
DB00425,Unconscious_state
DB00425,Upper_respiratory_infections
DB00425,Urinary_incontinence
DB00425,Urinary_retention
DB00425,Urinary_tract_infection
DB00425,Urine_output_increased
DB00425,Urticaria
DB00425,Vaginitis
DB00425,Varicosity
DB00425,Vascular_purpura
DB00425,Vertigo
DB00425,Visual_disturbance
DB00425,Visual_impairment
DB00425,Vomiting
DB00425,Vulvovaginal_dryness
DB00425,Weight_decreased
DB00425,Withdrawal_symptoms
DB00425,Wounds_and_injuries
DB00425,Xerostomia
DB00425,Yawning
DB00426,Abdominal_discomfort
DB00426,Abdominal_pain
DB00426,Anemia
DB00426,Angioedema
DB00426,Anorexia
DB00426,Anxiety
DB00426,Arthralgia
DB00426,Asthenia
DB00426,Back_pain
DB00426,Blood_and_lymphatic_system_disorders
DB00426,Blood_creatine_phosphokinase_increased
DB00426,Chills
DB00426,Communicable_diseases
DB00426,Confusion
DB00426,Constipation
DB00426,Creatine_phosphokinase_increased
DB00426,Decrease_in_appetite
DB00426,Delirium
DB00426,Dermatitis
DB00426,Dermatologic_disorders
DB00426,Diarrhea
DB00426,Disorientation
DB00426,Dizziness
DB00426,Dysmenorrhea
DB00426,Dyspepsia
DB00426,Edema_of_eyelid
DB00426,Edema_of_pharynx
DB00426,Elevated_liver_enzymes
DB00426,Enzyme_abnormality
DB00426,Erythema_multiforme
DB00426,Exanthema
DB00426,Facial_edema
DB00426,Fatigue
DB00426,Feeling_abnormal
DB00426,Fever
DB00426,Flatulence
DB00426,Gamma-glutamyltransferase_increased
DB00426,Gastrointestinal_diseases
DB00426,Gastrointestinal_pain
DB00426,Hallucinations
DB00426,Headache
DB00426,Hepatobiliary_disease
DB00426,Herpes_zoster_disease
DB00426,Hyperbilirubinemia
DB00426,Hyperhidrosis_disorder
DB00426,Increased_sweating
DB00426,Jaundice%2C_obstructive
DB00426,Larynx_pain
DB00426,Leukopenia
DB00426,Liver_function_tests_abnormal_finding
DB00426,Mental_disorders
DB00426,Migraine_disorders
DB00426,Musculoskeletal_discomfort
DB00426,Musculoskeletal_diseases
DB00426,Myalgia
DB00426,Mycoses
DB00426,Nasopharyngitis
DB00426,Nausea
DB00426,Nervous_system_disorder
DB00426,Neutropenia
DB00426,Palpitations
DB00426,Paresthesia
DB00426,Periorbital_edema
DB00426,Pharyngitis
DB00426,Pharyngolaryngeal_pain
DB00426,Pruritus
DB00426,Rigor_-_temperature-associated_observation
DB00426,Sinusitis
DB00426,Skin_and_subcutaneous_tissue_disorders
DB00426,Sleeplessness
DB00426,Somnolence
DB00426,Stevens-johnson_syndrome
DB00426,Thrombocytopenia
DB00426,Tinnitus
DB00426,Toxic_epidermal_necrolysis
DB00426,Upper_abdominal_pain
DB00426,Upper_respiratory_infections
DB00426,Upset_stomach
DB00426,Urticaria
DB00426,Vomiting
DB00426,Xerostomia
DB00428,Anorexia
DB00428,Nausea
DB00428,Nephrotoxicity
DB00428,Vomiting
DB00429,Anaphylactoid_reaction
DB00429,Anaphylaxis
DB00429,Angioedema
DB00429,Hypersensitivity
DB00429,Nausea
DB00429,Vomiting
DB00430,Nausea
DB00430,Vomiting
DB00431,Alopecia
DB00431,Dermatitis
DB00431,Headache
DB00431,Pain
DB00431,Paresthesia
DB00431,Pruritus
DB00431,Urticaria
DB00432,Edema_of_eyelid
DB00432,Punctate_keratitis
DB00437,Acute_hemorrhagic_pancreatitis
DB00437,Agranulocytosis
DB00437,Albuminuria
DB00437,Amblyopia
DB00437,Amnesia
DB00437,Anemia
DB00437,Anemia%2C_hemolytic
DB00437,Anorexia
DB00437,Aplastic_anemia
DB00437,Asthenia
DB00437,Asthma
DB00437,Bradycardia
DB00437,Bronchospasm
DB00437,Cataract
DB00437,Confusion
DB00437,Conjunctivitis
DB00437,Decrease_in_appetite
DB00437,Dermatitis
DB00437,Dizziness
DB00437,Edema_of_the_tongue
DB00437,Edematous_skin
DB00437,Erectile_dysfunction
DB00437,Exanthema
DB00437,Facial_edema
DB00437,Feeling_abnormal
DB00437,Foot_drop
DB00437,Furuncle
DB00437,Furunculosis
DB00437,Gastrointestinal_hemorrhage
DB00437,Gynecomastia
DB00437,Hematuria
DB00437,Hypercalcemia
DB00437,Hyperhidrosis_disorder
DB00437,Hyperlipidemia
DB00437,Hypertrophy_of_salivary_gland
DB00437,Ill-defined_disease
DB00437,Infertility
DB00437,Iritis
DB00437,Lack_of_libido
DB00437,Lymphadenopathy
DB00437,Lymphocytosis
DB00437,Maculopapular_lesion
DB00437,Malaise
DB00437,Musculoskeletal_discomfort
DB00437,Myalgia
DB00437,Nausea
DB00437,Nephritis
DB00437,Optic_neuritis
DB00437,Pancytopenia
DB00437,Pericarditis
DB00437,Peripheral_vascular_diseases
DB00437,Peroneal_nerve_paralysis
DB00437,Pharyngitis
DB00437,Reticulocytosis
DB00437,Retinitis
DB00437,Rhinitis
DB00437,Sensory_discomfort
DB00437,Sleeplessness
DB00437,Stomatitis
DB00437,Sweating
DB00437,Swelling_of_salivary_gland
DB00437,Thrombophlebitis
DB00437,Tinnitus
DB00437,Tongue_diseases
DB00437,Vasodilation
DB00437,Vasodilation_procedure
DB00437,Vertigo
DB00437,Vomiting
DB00438,Abdominal_pain
DB00438,Agranulocytosis
DB00438,Anaphylaxis
DB00438,Anemia%2C_hemolytic
DB00438,Angioedema
DB00438,Aplastic_anemia
DB00438,Application_site_pain
DB00438,Bad_taste
DB00438,Bronchospasm
DB00438,Candidiasis
DB00438,Cardiopulmonary_arrest
DB00438,Cholestasis
DB00438,Colitis
DB00438,Diarrhea
DB00438,Dizziness
DB00438,Dysgeusia
DB00438,Eosinophilia
DB00438,Erythema_multiforme
DB00438,Fever
DB00438,Gastrointestinal_pain
DB00438,Headache
DB00438,Hemoglobin_measurement
DB00438,Hemorrhage
DB00438,Hyperbilirubinemia
DB00438,Hypersensitivity
DB00438,Hypotension
DB00438,Icterus
DB00438,Infective_vaginitis
DB00438,Inflammation
DB00438,Injection_site_pain
DB00438,Instillation_site_pain
DB00438,Kidney_diseases
DB00438,Kidney_failure
DB00438,Leukopenia
DB00438,Liver_dysfunction
DB00438,Lymphocytosis
DB00438,Nausea
DB00438,Neutropenia
DB00438,Oral_candidiasis
DB00438,Pain
DB00438,Pancytopenia
DB00438,Paresthesia
DB00438,Phlebitis
DB00438,Prothrombin_time_increased
DB00438,Pruritus
DB00438,Renal_insufficiency
DB00438,Stevens-johnson_syndrome
DB00438,Thrombocytopenia
DB00438,Thrombocytosis
DB00438,Thrombophlebitis
DB00438,Toxic_epidermal_necrolysis
DB00438,Urticaria
DB00438,Vaginitis
DB00438,Vomiting
DB00439,Abdominal_pain
DB00439,Accidental_injury
DB00439,Arthralgia
DB00439,Asthenia
DB00439,Back_pain
DB00439,Bronchitis
DB00439,Chest_pain
DB00439,Constipation
DB00439,Dermatitis
DB00439,Diarrhea
DB00439,Dizziness
DB00439,Dyspepsia
DB00439,Exanthema
DB00439,Flatulence
DB00439,Gastrointestinal_pain
DB00439,Headache
DB00439,Influenza
DB00439,Musculoskeletal_discomfort
DB00439,Myalgia
DB00439,Nausea
DB00439,Pain_in_limb
DB00439,Pain_in_lower_limb
DB00439,Pharyngitis
DB00439,Rhinitis
DB00439,Sinusitis
DB00439,Traumatic_injury
DB00440,Abdominal_pain
DB00440,Abnormal_behavior
DB00440,Agitation
DB00440,Agranulocytosis
DB00440,Anaphylaxis
DB00440,Anemia%2C_hemolytic
DB00440,Angioedema
DB00440,Anorexia
DB00440,Anxiety
DB00440,Aplastic_anemia
DB00440,Arthralgia
DB00440,Aseptic_meningitis
DB00440,Ataxia
DB00440,Bone_marrow_depression
DB00440,Bullous_dermatitis
DB00440,Confusion
DB00440,Constipation
DB00440,Coughing
DB00440,Decrease_in_appetite
DB00440,Dermatitis
DB00440,Dermatitis%2C_phototoxic
DB00440,Diarrhea
DB00440,Dizziness
DB00440,Drug-induced_hyperpyrexia
DB00440,Drug_eruptions
DB00440,Dyskinetic_syndrome
DB00440,Dyspnea
DB00440,Eosinophilia
DB00440,Epistaxis
DB00440,Erythema
DB00440,Erythema_multiforme
DB00440,Exanthema
DB00440,Exfoliative_dermatitis
DB00440,Feeling_abnormal
DB00440,Fever
DB00440,Fixed_drug_eruption
DB00440,Gastrointestinal_pain
DB00440,Glossitis
DB00440,Hallucinations
DB00440,Headache
DB00440,Hematuria
DB00440,Hemolysis_%28disorder%29
DB00440,Hepatic_necrosis
DB00440,Hyperkalemia
DB00440,Hypersensitivity
DB00440,Hypoglycemia
DB00440,Hyponatremia
DB00440,Jaundice%2C_obstructive
DB00440,Kidney_failure
DB00440,Lethargy
DB00440,Leukocytoclastic_vasculitis
DB00440,Leukopenia
DB00440,Mental_depression
DB00440,Musculoskeletal_discomfort
DB00440,Myalgia
DB00440,Nausea
DB00440,Neuritis
DB00440,Neutropenia
DB00440,Nightmares
DB00440,Pancreatitis
DB00440,Pancytopenia
DB00440,Peripheral_neuropathy
DB00440,Photosensitivity_of_skin
DB00440,Pseudomembranous_colitis
DB00440,Purpura
DB00440,Renal_insufficiency
DB00440,Seizures
DB00440,Shock
DB00440,Sleeplessness
DB00440,Stevens-johnson_syndrome
DB00440,Stomatitis
DB00440,Syncope
DB00440,Thrombocytopenia
DB00440,Tinnitus
DB00440,Toxic_epidermal_necrolysis
DB00440,Tremor
DB00440,Unconscious_state
DB00440,Urticaria
DB00440,Uveitis
DB00440,Vascular_purpura
DB00440,Vasculitis%2C_leukocytoclastic%2C_cutaneous
DB00440,Vertigo
DB00440,Vomiting
DB00440,Wheezing
DB00441,Acute_coronary_syndrome
DB00441,Alanine_aminotransferase_increased
DB00441,Alkaline_phosphatase_raised
DB00441,Allergic_bronchospasm
DB00441,Alopecia
DB00441,Anasarca
DB00441,Anemia
DB00441,Anorexia
DB00441,Arthralgia
DB00441,Aspartate_aminotransferase_increased
DB00441,Asthenia
DB00441,Back_pain
DB00441,Blood_alkaline_phosphatase_increased
DB00441,Blood_creatinine_increased
DB00441,Blood_urea_increased
DB00441,Body_fluid_retention
DB00441,Bronchospasm
DB00441,Bullous_dermatitis
DB00441,Capillary_leak_syndrome
DB00441,Cardiac_arrhythmia
DB00441,Cellulitis
DB00441,Cerebrovascular_accident
DB00441,Chills
DB00441,Colitis%2C_ischemic
DB00441,Communicable_diseases
DB00441,Congestive_heart_failure
DB00441,Constipation
DB00441,Creatinine_increased
DB00441,Cutaneous_hypersensitivity
DB00441,Decrease_in_appetite
DB00441,Dermatitis
DB00441,Dermatitis%2C_atopic
DB00441,Diarrhea
DB00441,Drug_interactions
DB00441,Dyspnea
DB00441,Edema
DB00441,Erythema_multiforme
DB00441,Exanthema
DB00441,Extravasation
DB00441,Facial_edema
DB00441,Fatigue
DB00441,Febrile_neutropenia
DB00441,Feeling_abnormal
DB00441,Fever
DB00441,Gangrene
DB00441,Headache
DB00441,Heart_failure
DB00441,Hematuria
DB00441,Hemoglobin_measurement
DB00441,Hemolytic-uremic_syndrome
DB00441,Hemorrhage
DB00441,Hepatic_veno-occlusive_disease
DB00441,Hepatotoxicity
